x,y,z,yaw
-1.02169668674469,-20.27659034729004,-18.310701370239258,2.4065496921539307
-0.11670854687690735,-19.513341903686523,-17.62347984313965,2.425067186355591
-3.0184478759765625,-20.15607452392578,-20.360979080200195,2.4357872009277344
0.7200977206230164,-17.102685928344727,-8.78248405456543,2.64109468460083
1.5856692790985107,-16.52300262451172,-8.107800483703613,2.6326348781585693
2.4017467498779297,-15.959281921386719,-7.464893341064453,2.6177663803100586
3.149967670440674,-15.427907943725586,-6.861578941345215,2.6155195236206055
3.869323253631592,-14.91075325012207,-6.28978157043457,2.6057028770446777
4.574095249176025,-14.416590690612793,-5.7364044189453125,2.586578369140625
5.286771774291992,-13.962306022644043,-5.208902835845947,2.573915719985962
5.900038242340088,-13.538856506347656,-4.715306758880615,2.592618465423584
7.8243536949157715,-14.403975486755371,-4.447990894317627,2.595331907272339
4.399624824523926,-14.935311317443848,-7.9121012687683105,2.605661630630493
6.393763065338135,-15.742700576782227,-7.484681606292725,2.615779399871826
8.28869342803955,-16.508962631225586,-7.0783586502075195,2.627774238586426
4.920083045959473,-16.871639251708984,-10.299881935119629,2.6296446323394775
6.890693664550781,-17.570560455322266,-9.751919746398926,2.6422526836395264
8.764935493469238,-18.233699798583984,-9.231514930725098,2.6569387912750244
10.543069839477539,-18.871870040893555,-8.737667083740234,2.672621726989746
14.232056617736816,-17.251121520996094,-8.298569679260254,2.7216670513153076
17.736356735229492,-15.711197853088379,-7.881691932678223,2.7669644355773926
18.92838478088379,-15.922388076782227,-7.413944721221924,2.783458709716797
20.085805892944336,-16.126934051513672,-6.968904972076416,2.8017547130584717
23.297760009765625,-14.644109725952148,-6.618610858917236,2.8417294025421143
24.228025436401367,-14.914148330688477,-6.210194110870361,2.857095241546631
27.232948303222656,-13.491949081420898,-5.897881507873535,2.893826961517334
30.088747024536133,-12.142589569091797,-5.601790428161621,2.9284753799438477
30.685649871826172,-12.535074234008789,-5.240059852600098,2.9401819705963135
31.24666976928711,-12.896413803100586,-4.891759872436523,2.9514787197113037
31.775434494018555,-13.241347312927246,-4.556369781494141,2.9626729488372803
34.40231704711914,-11.902382850646973,-4.327568054199219,2.993868350982666
34.78017044067383,-12.30603313446045,-4.024538516998291,3.0031306743621826
37.25680923461914,-11.013482093811035,-3.8221054077148438,3.032424211502075
37.487953186035156,-11.461297035217285,-3.5434765815734863,3.040001630783081
37.69004440307617,-11.885807037353516,-3.2788119316101074,3.046785831451416
38.01821517944336,-12.83308219909668,-3.07594633102417,3.0481584072113037
38.33256912231445,-13.741705894470215,-2.8838953971862793,3.0501251220703125
33.988529205322266,-13.805360794067383,-5.59004545211792,3.0214951038360596
29.875879287719727,-13.838781356811523,-8.138110160827637,2.9951364994049072
30.60126304626465,-14.687124252319336,-7.690097808837891,2.9996113777160645
26.687152862548828,-14.65083122253418,-10.089207649230957,2.974506378173828
22.994426727294922,-14.594079971313477,-12.342001914978027,2.951873779296875
24.058698654174805,-15.404866218566895,-11.682948112487793,2.9563751220703125
25.06743049621582,-16.17447280883789,-11.05601692199707,2.9612457752227783
26.027624130249023,-16.90565299987793,-10.460824012756348,2.966498613357544
31.231491088867188,-14.254645347595215,-12.314746856689453,3.016531229019165
31.7595157623291,-14.533037185668945,-11.601299285888672,3.0240468978881836
32.38313293457031,-15.34649658203125,-10.978662490844727,3.025376558303833
32.982059478759766,-16.128395080566406,-10.388789176940918,3.0287201404571533
33.42112731933594,-16.325294494628906,-9.766624450683594,3.03702449798584
33.966190338134766,-17.060726165771484,-9.237223625183105,3.0401785373687744
34.47951126098633,-17.761890411376953,-8.734088897705078,3.042802572250366
34.962791442871094,-18.430936813354492,-8.256205558776855,3.0451128482818604
35.4199333190918,-19.0698299407959,-7.80262565612793,3.047506093978882
35.8565788269043,-19.65616226196289,-7.369018077850342,3.050234317779541
36.269859313964844,-20.211057662963867,-6.9553375244140625,3.0532615184783936
40.878456115722656,-17.575305938720703,-8.927964210510254,3.088966131210327
41.05335998535156,-18.237215042114258,-8.437837600708008,3.091334104537964
45.42088317871094,-15.725791931152344,-10.331204414367676,3.1229755878448486
49.5690803527832,-13.350985527038574,-12.143710136413574,-3.132436752319336
53.502689361572266,-11.111949920654297,-13.858871459960938,-3.1081254482269287
57.229591369628906,-9.00035572052002,-15.47799015045166,-3.0871362686157227
60.75714874267578,-7.009245872497559,-17.013816833496094,-3.0690975189208984
55.60677719116211,-7.107125759124756,-18.534231185913086,-3.092837333679199
59.19264221191406,-5.237803936004639,-19.912986755371094,-3.0748112201690674
54.145442962646484,-5.416749477386475,-21.257654190063477,-3.0940401554107666
49.36878204345703,-5.592990875244141,-22.523151397705078,-3.110042095184326
53.21727752685547,-3.82997727394104,-23.644790649414062,-3.0907042026519775
48.533023834228516,-4.096073627471924,-24.754474639892578,-3.103010416030884
44.10652542114258,-4.355935573577881,-25.795005798339844,-3.1127054691314697
39.9197998046875,-4.611650466918945,-26.774253845214844,-3.120115041732788
35.9644889831543,-4.858064651489258,-27.687490463256836,-3.1255736351013184
40.40652847290039,-3.175208806991577,-28.482810974121094,-3.1039721965789795
44.61857223510742,-1.582938551902771,-29.232934951782227,-3.0861637592315674
48.597084045410156,-0.06986772269010544,-29.923389434814453,-3.071321964263916
48.37321472167969,-1.603568196296692,-28.376827239990234,-3.0826146602630615
48.15719223022461,-3.0821115970611572,-26.912227630615234,-3.094456672668457
53.090023040771484,-5.6404829025268555,-23.645957946777344,-3.075162410736084
57.7595329284668,-8.038202285766602,-20.538433074951172,-3.0558154582977295
62.172706604003906,-10.303094863891602,-17.59935760498047,-3.036520481109619
66.34671020507812,-12.434755325317383,-14.829644203186035,-3.0172441005706787
70.29094696044922,-14.457249641418457,-12.201506614685059,-2.998274564743042
74.01831817626953,-16.35204315185547,-9.71601390838623,-2.97957181930542
77.54908752441406,-18.170778274536133,-7.344931125640869,-2.9615890979766846
80.88994598388672,-19.859786987304688,-5.093767166137695,-2.943939208984375
84.04186248779297,-21.490951538085938,-2.961019515991211,-2.9269607067108154
87.01860809326172,-23.00799560546875,-0.9944544434547424,-2.9101054668426514
80.92015075683594,-22.320701599121094,-3.139554262161255,-2.9344210624694824
75.13613891601562,-21.65723419189453,-5.177411079406738,-2.954380512237549
69.64881134033203,-21.014055252075195,-7.115866661071777,-2.970431327819824
64.44585418701172,-20.394615173339844,-8.959085464477539,-2.9828929901123047
59.51340866088867,-19.796430587768555,-10.714787483215332,-2.991703987121582
54.843841552734375,-19.223237991333008,-12.383733749389648,-2.9969990253448486
50.422386169433594,-18.66225242614746,-13.975247383117676,-2.998811721801758
46.226200103759766,-18.12518882751465,-15.471555709838867,-2.9976556301116943
42.24417495727539,-17.606603622436523,-16.889123916625977,-2.993544340133667
38.46501541137695,-17.102949142456055,-18.24121856689453,-2.986511468887329
34.87531661987305,-16.613706588745117,-19.519765853881836,-2.976778984069824
31.472204208374023,-16.147672653198242,-20.728540420532227,-2.9642279148101807
32.318851470947266,-14.753074645996094,-20.376806259155273,-3.1120083332061768
33.160438537597656,-13.442533493041992,-20.04296875,3.040407419204712
33.980525970458984,-12.2693452835083,-19.721094131469727,2.9253902435302734
34.731990814208984,-11.12533950805664,-19.41637420654297,2.8269312381744385
31.2949275970459,-10.897371292114258,-20.630407333374023,2.8482418060302734
28.01456069946289,-10.665135383605957,-21.787607192993164,2.872354030609131
24.88323211669922,-10.429194450378418,-22.88677978515625,2.899172782897949
21.905593872070312,-10.195572853088379,-23.91944122314453,2.9287171363830566
19.083412170410156,-9.96973991394043,-24.900976181030273,2.9613640308380127
16.391267776489258,-9.73282241821289,-25.83838653564453,2.997053623199463
13.8268461227417,-9.491532325744629,-26.722576141357422,3.0354275703430176
16.502925872802734,-10.18701457977295,-31.118005752563477,3.0790891647338867
21.87165069580078,-8.50880241394043,-32.041378021240234,3.136866807937622
26.97219467163086,-6.901813983917236,-32.91096878051758,-3.09790301322937
31.834508895874023,-5.402427673339844,-33.79005813598633,-3.056180477142334
36.463661193847656,-3.986274003982544,-34.64636993408203,-3.019871234893799
41.66239929199219,-6.495523452758789,-31.054929733276367,-3.001415967941284
46.59379959106445,-8.891814231872559,-27.67120361328125,-2.9828970432281494
51.28475570678711,-11.149721145629883,-24.46656036376953,-2.964345932006836
55.74851608276367,-13.311450958251953,-21.429828643798828,-2.946185350418091
59.22532272338867,-11.528181076049805,-22.998506546020508,-2.910243272781372
62.533905029296875,-9.837191581726074,-24.498376846313477,-2.878278970718384
57.62026596069336,-9.467920303344727,-25.470260620117188,-2.85878849029541
52.944908142089844,-9.109814643859863,-26.392900466918945,-2.8376305103302
52.94174575805664,-10.115011215209961,-31.039718627929688,-2.8227059841156006
56.60617446899414,-8.502187728881836,-32.17966079711914,-2.798471212387085
60.095375061035156,-6.973457336425781,-33.27322006225586,-2.776853084564209
55.26200866699219,-6.706291675567627,-33.818721771240234,-2.7586569786071777
50.66625213623047,-6.441859245300293,-34.33828353881836,-2.7390735149383545
46.2916259765625,-6.17617654800415,-34.833160400390625,-2.718245267868042
42.12435531616211,-5.914015769958496,-35.31016159057617,-2.6963865756988525
38.15516662597656,-5.655250072479248,-35.761451721191406,-2.67366886138916
42.63426971435547,-4.2898850440979,-36.78023147583008,-2.665620803833008
38.60694122314453,-4.091469764709473,-37.17253112792969,-2.6440999507904053
34.767208099365234,-3.8936798572540283,-37.54722213745117,-2.622025489807129
31.103586196899414,-3.700164556503296,-37.916019439697266,-2.599534273147583
27.60606575012207,-3.5017545223236084,-38.26677703857422,-2.576637029647827
24.267892837524414,-3.303002119064331,-38.61223220825195,-2.553558826446533
21.081342697143555,-3.104116201400757,-38.94486618041992,-2.5303215980529785
18.03656578063965,-2.8939785957336426,-39.26819610595703,-2.5071494579315186
15.124131202697754,-2.685474395751953,-39.5752067565918,-2.48409104347229
20.902690887451172,-1.5066652297973633,-40.59210205078125,-2.4996891021728516
26.408411026000977,-0.4017159044742584,-41.55228042602539,-2.511521339416504
31.655807495117188,0.6428787112236023,-42.471107482910156,-2.520639419555664
27.983057022094727,0.7335766553878784,-42.62045669555664,-2.50115704536438
24.465913772583008,0.8360130190849304,-42.76644515991211,-2.4811251163482666
29.875761032104492,1.8204543590545654,-43.67350387573242,-2.493210554122925
28.93414306640625,0.807342529296875,-48.14480972290039,-2.4928882122039795
25.303407669067383,0.9377539753913879,-48.05497360229492,-2.4732825756073
21.831850051879883,1.0746999979019165,-47.98789596557617,-2.4535200595855713
27.469327926635742,2.0002598762512207,-48.776771545410156,-2.4686062335968018
32.843727111816406,2.8698952198028564,-49.52157974243164,-2.480804681777954
37.97385787963867,3.6848788261413574,-50.2482795715332,-2.4906084537506104
42.864871978759766,4.474949836730957,-50.954193115234375,-2.49873423576355
47.52875900268555,5.188166618347168,-51.67253494262695,-2.504990339279175
51.96470642089844,5.865531921386719,-52.35066223144531,-2.5099637508392334
47.0641975402832,5.851980686187744,-52.074729919433594,-2.4953789710998535
51.54820251464844,6.461019039154053,-52.81739807128906,-2.5015275478363037
55.82014465332031,7.024290561676025,-53.548580169677734,-2.5063979625701904
59.89204025268555,7.533076763153076,-54.24291229248047,-2.5098962783813477
63.76604080200195,8.015741348266602,-54.90335464477539,-2.5124995708465576
67.45588684082031,8.461122512817383,-55.553871154785156,-2.5144436359405518
70.9608383178711,8.859764099121094,-56.199256896972656,-2.5158445835113525
74.29930877685547,9.222824096679688,-56.825801849365234,-2.5167675018310547
71.5490951538086,7.75624418258667,-61.08697509765625,-2.517477512359619
74.87380981445312,8.120199203491211,-61.49998092651367,-2.517665147781372
78.03898620605469,8.462677001953125,-61.89026641845703,-2.517378568649292
81.05862426757812,8.769615173339844,-62.27130889892578,-2.5165975093841553
83.94305419921875,9.045199394226074,-62.65146255493164,-2.5154383182525635
86.69815826416016,9.289568901062012,-63.01044464111328,-2.513826370239258
89.32650756835938,9.510982513427734,-63.360469818115234,-2.511847972869873
91.84165954589844,9.702512741088867,-63.709083557128906,-2.5095412731170654
94.24385070800781,9.859407424926758,-64.05574798583984,-2.506808280944824
96.5439224243164,9.983826637268066,-64.39158630371094,-2.5036258697509766
98.74614715576172,10.080794334411621,-64.7248764038086,-2.4999752044677734
100.84647369384766,10.168883323669434,-65.02180480957031,-2.496054172515869
102.85566711425781,10.220466613769531,-65.32373046875,-2.4919793605804443
104.76770782470703,10.247257232666016,-65.6176528930664,-2.4877102375030518
106.5992202758789,10.25546646118164,-65.91007995605469,-2.483349561691284
108.35380554199219,10.236248970031738,-66.19941711425781,-2.478776693344116
105.12068939208984,8.180758476257324,-62.8610954284668,-2.4882736206054688
106.96870422363281,8.2130765914917,-63.3044548034668,-2.4826841354370117
108.73594665527344,8.240538597106934,-63.730621337890625,-2.4771130084991455
110.43399810791016,8.247597694396973,-64.1475830078125,-2.4716475009918213
112.06510162353516,8.237903594970703,-64.55924987792969,-2.466240644454956
113.62544250488281,8.22547721862793,-64.94715118408203,-2.4609291553497314
110.1285629272461,6.266980171203613,-61.67397689819336,-2.4733612537384033
111.80645751953125,6.320739269256592,-62.24821472167969,-2.467646837234497
113.41477966308594,6.357950210571289,-62.81037902832031,-2.4620563983917236
114.94872283935547,6.375584125518799,-63.38240432739258,-2.456698417663574
